# CREATED BY GENE DIAGNOSTICS TOOL on Tue Sep 29 20:51:03 2020
# diag: nrgsummary, run(s): 0018, time window: 0-160.01151(1 steps), species: ions
# original data path: /home/stirkas/Workspace/GENE/genecode/Archives/ImpurityRuns/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  2.5792E+01  1.5854E+00  3.9255E+01 -1.4738E+00
  2.5964E+01  1.5123E+00  3.9059E+01 -1.2995E+00
  2.6136E+01  1.4206E+00  3.8891E+01 -1.1099E+00
  2.6309E+01  1.3296E+00  3.8742E+01 -9.1932E-01
  2.6481E+01  1.2542E+00  3.8600E+01 -7.5631E-01
  2.6654E+01  1.2091E+00  3.8462E+01 -6.4112E-01
  2.6826E+01  1.1990E+00  3.8333E+01 -5.6547E-01
  2.7004E+01  1.2148E+00  3.8204E+01 -5.0257E-01
  2.7185E+01  1.2374E+00  3.8080E+01 -4.4222E-01
  2.7366E+01  1.2627E+00  3.7980E+01 -3.7943E-01
  2.7547E+01  1.3022E+00  3.7920E+01 -3.0181E-01
  2.7728E+01  1.3566E+00  3.7901E+01 -2.1845E-01
  2.7909E+01  1.4230E+00  3.7906E+01 -1.4445E-01
  2.8090E+01  1.4945E+00  3.7923E+01 -7.6852E-02
  2.8271E+01  1.5591E+00  3.7950E+01 -8.7147E-03
  2.8452E+01  1.6060E+00  3.7980E+01  7.4690E-02
  2.8633E+01  1.6438E+00  3.8017E+01  1.8592E-01
  2.8821E+01  1.6879E+00  3.8060E+01  3.3047E-01
  2.9011E+01  1.7199E+00  3.8097E+01  4.8261E-01
  2.9201E+01  1.7353E+00  3.8121E+01  6.1314E-01
  2.9391E+01  1.7403E+00  3.8147E+01  7.2354E-01
  2.9581E+01  1.7407E+00  3.8197E+01  8.2692E-01
  2.9771E+01  1.7440E+00  3.8298E+01  9.2084E-01
  2.9961E+01  1.7402E+00  3.8463E+01  9.8085E-01
  3.0151E+01  1.7321E+00  3.8704E+01  9.9551E-01
  3.0341E+01  1.7292E+00  3.9036E+01  9.6816E-01
  3.0531E+01  1.7367E+00  3.9461E+01  9.1358E-01
  3.0728E+01  1.7435E+00  3.9975E+01  8.5550E-01
  3.0927E+01  1.7142E+00  4.0531E+01  8.0945E-01
  3.1127E+01  1.6452E+00  4.1097E+01  7.7924E-01
  3.1326E+01  1.5797E+00  4.1696E+01  7.6216E-01
  3.1526E+01  1.5708E+00  4.2366E+01  7.6192E-01
  3.1725E+01  1.6155E+00  4.3116E+01  7.8139E-01
  3.1925E+01  1.6874E+00  4.3903E+01  8.1023E-01
  3.2124E+01  1.7456E+00  4.4656E+01  8.3490E-01
  3.2324E+01  1.7414E+00  4.5317E+01  8.4663E-01
  3.2523E+01  1.6954E+00  4.5869E+01  8.4671E-01
  3.2723E+01  1.6591E+00  4.6330E+01  8.4186E-01
  3.2922E+01  1.6394E+00  4.6731E+01  8.3728E-01
  3.3122E+01  1.6172E+00  4.7095E+01  8.3751E-01
  3.3321E+01  1.5851E+00  4.7444E+01  8.3468E-01
  3.3521E+01  1.5645E+00  4.7813E+01  8.2924E-01
  3.3721E+01  1.5624E+00  4.8236E+01  8.1962E-01
  3.3920E+01  1.5609E+00  4.8721E+01  7.8133E-01
  3.4120E+01  1.6004E+00  4.9292E+01  7.2008E-01
  3.4319E+01  1.6815E+00  4.9963E+01  6.6115E-01
  3.4519E+01  1.7188E+00  5.0706E+01  6.2591E-01
  3.4718E+01  1.6878E+00  5.1473E+01  6.4342E-01
  3.4918E+01  1.6503E+00  5.2212E+01  7.1533E-01
  3.5117E+01  1.6555E+00  5.2877E+01  8.1199E-01
  3.5317E+01  1.6925E+00  5.3423E+01  9.2949E-01
  3.5516E+01  1.7467E+00  5.3805E+01  1.0680E+00
  3.5716E+01  1.8163E+00  5.3973E+01  1.1782E+00
  3.5915E+01  1.9160E+00  5.3920E+01  1.2056E+00
  3.6115E+01  2.0243E+00  5.3663E+01  1.1445E+00
  3.6315E+01  2.1037E+00  5.3193E+01  1.0397E+00
  3.6514E+01  2.1524E+00  5.2486E+01  9.2510E-01
  3.6714E+01  2.2065E+00  5.1560E+01  8.0439E-01
  3.6913E+01  2.2447E+00  5.0482E+01  6.6577E-01
  3.7113E+01  2.2183E+00  4.9372E+01  5.0629E-01
  3.7312E+01  2.1638E+00  4.8347E+01  3.5154E-01
  3.7512E+01  2.1371E+00  4.7456E+01  2.4212E-01
  3.7711E+01  2.1431E+00  4.6693E+01  1.8799E-01
  3.7911E+01  2.1765E+00  4.6050E+01  1.8011E-01
  3.8110E+01  2.1978E+00  4.5521E+01  2.3118E-01
  3.8310E+01  2.1812E+00  4.5111E+01  3.2490E-01
  3.8509E+01  2.1629E+00  4.4843E+01  3.9833E-01
  3.8709E+01  2.1350E+00  4.4722E+01  4.0798E-01
  3.8909E+01  2.0849E+00  4.4697E+01  3.7597E-01
  3.9108E+01  2.0592E+00  4.4707E+01  3.5645E-01
  3.9308E+01  2.0934E+00  4.4730E+01  3.8447E-01
  3.9507E+01  2.1322E+00  4.4760E+01  4.6933E-01
  3.9707E+01  2.1400E+00  4.4799E+01  6.1548E-01
  3.9906E+01  2.1196E+00  4.4834E+01  8.0728E-01
  4.0106E+01  2.0662E+00  4.4810E+01  1.0065E+00
  4.0305E+01  1.9938E+00  4.4660E+01  1.1945E+00
  4.0505E+01  1.9229E+00  4.4372E+01  1.3765E+00
  4.0704E+01  1.8711E+00  4.3970E+01  1.5613E+00
  4.0904E+01  1.8295E+00  4.3470E+01  1.7484E+00
  4.1103E+01  1.7965E+00  4.2899E+01  1.9219E+00
  4.1303E+01  1.7738E+00  4.2276E+01  2.0536E+00
  4.1503E+01  1.7343E+00  4.1624E+01  2.1109E+00
  4.1702E+01  1.6956E+00  4.0996E+01  2.0899E+00
  4.1902E+01  1.6817E+00  4.0452E+01  2.0112E+00
  4.2101E+01  1.6815E+00  4.0048E+01  1.9231E+00
  4.2301E+01  1.7028E+00  3.9822E+01  1.8645E+00
  4.2500E+01  1.7650E+00  3.9756E+01  1.8490E+00
  4.2700E+01  1.8712E+00  3.9784E+01  1.8525E+00
  4.2899E+01  1.9867E+00  3.9844E+01  1.8517E+00
  4.3099E+01  2.0454E+00  3.9892E+01  1.8705E+00
  4.3298E+01  2.0415E+00  3.9929E+01  1.9134E+00
  4.3498E+01  2.0147E+00  3.9989E+01  1.9236E+00
  4.3697E+01  2.0078E+00  4.0093E+01  1.8572E+00
  4.3897E+01  2.0455E+00  4.0229E+01  1.7241E+00
  4.4096E+01  2.1295E+00  4.0396E+01  1.5503E+00
  4.4296E+01  2.2010E+00  4.0582E+01  1.3500E+00
  4.4496E+01  2.2244E+00  4.0752E+01  1.1416E+00
  4.4695E+01  2.2226E+00  4.0880E+01  9.4271E-01
  4.4895E+01  2.1958E+00  4.0947E+01  7.4953E-01
  4.5094E+01  2.1651E+00  4.0961E+01  5.4537E-01
  4.5294E+01  2.1464E+00  4.0961E+01  3.2438E-01
  4.5493E+01  2.0954E+00  4.0976E+01  1.1732E-01
  4.5693E+01  1.9923E+00  4.1043E+01 -5.0688E-02
  4.5892E+01  1.8610E+00  4.1200E+01 -2.0444E-01
  4.6092E+01  1.7454E+00  4.1455E+01 -3.6136E-01
  4.6291E+01  1.6500E+00  4.1790E+01 -5.0337E-01
  4.6491E+01  1.5796E+00  4.2186E+01 -6.2117E-01
  4.6690E+01  1.5464E+00  4.2638E+01 -7.3473E-01
  4.6890E+01  1.5610E+00  4.3140E+01 -8.5312E-01
  4.7090E+01  1.6028E+00  4.3677E+01 -9.7473E-01
  4.7289E+01  1.6383E+00  4.4223E+01 -1.0912E+00
  4.7489E+01  1.6930E+00  4.4735E+01 -1.2057E+00
  4.7688E+01  1.7630E+00  4.5158E+01 -1.3313E+00
  4.7888E+01  1.8235E+00  4.5441E+01 -1.4644E+00
  4.8087E+01  1.8815E+00  4.5552E+01 -1.5834E+00
  4.8287E+01  1.9325E+00  4.5492E+01 -1.6713E+00
  4.8486E+01  1.9629E+00  4.5292E+01 -1.7337E+00
  4.8686E+01  1.9620E+00  4.5013E+01 -1.7803E+00
  4.8885E+01  1.9522E+00  4.4746E+01 -1.8164E+00
  4.9085E+01  1.9640E+00  4.4575E+01 -1.8518E+00
  4.9284E+01  1.9747E+00  4.4526E+01 -1.8875E+00
  4.9484E+01  1.9676E+00  4.4601E+01 -1.9099E+00
  4.9684E+01  1.9663E+00  4.4794E+01 -1.9289E+00
  4.9883E+01  2.0034E+00  4.5104E+01 -1.9898E+00
